fade_in_time,stimulus_alpha,fade_out_length,trial_index,animation_performance,button_pressed,within_ITI,bProblem,timing_post_trial,question,time_elapsed,stimulus_side,sProblem,internal_node_id,key_press,rt,responses,Trial,uniqueid,timing_response,reverse,acc,trial_type,trial_began,success,stimulus,train_repeats,fade_out_time,Subject
,,,8,,,,,,,90070,,,0.0-3.0-4.0,32,8072,,9,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class='center'><p>Using the up and down arrow keys,       you will then adjust the size of the empty circle, so that it matches the       size of your coin.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,126
,,,9,,,,,,,125296,,,0.0-3.0-5.0,32,35225,,10,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class='center'><p>Take your time in doing so, as this measurement      will be used throughout the study to make sure images are presented to       you in their correct size.</p>      <p>When you are done adjusting the circle size, press the space bar to       continue to the main task.      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,126
,,,10,,,,,,,128927,,,0.0-3.0-6.0,32,3630,,11,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class='center'><p>Please have a coin at hand.</p>      <p>Press the space bar to start the calibration stage.</p></div>""]",2,,126
,,,11,,1,,,,,257308,,,0.0-4.0-0.0-0.0,,128377,,12,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-button-response,,,"Using the mouse, select the coin you would like to use:",2,,126
,,,12,,,,,,,259827,,,0.0-4.0-0.0-1.0-0.0,38,2516,,13,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""557.582"" y=""165.164"" width=""84.836"" height=""84.836"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,13,,,,,,,260586,,,0.0-4.0-0.0-1.1-0.1,40,757,,14,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""205.677"" r=""44.323"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""555.677"" y=""161.35399999999998"" width=""88.646"" height=""88.646"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""205.677"" r=""44.323"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,14,,,,,,,261355,,,0.0-4.0-0.0-1.2-0.2,40,765,,15,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""557.582"" y=""165.164"" width=""84.836"" height=""84.836"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,15,,,,,,,261796,,,0.0-4.0-0.0-1.3-0.3,40,439,,16,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""209.487"" r=""40.513"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""559.487"" y=""168.974"" width=""81.026"" height=""81.026"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""209.487"" r=""40.513"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,16,,,,,,,262146,,,0.0-4.0-0.0-1.4-0.4,40,349,,17,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""211.392"" r=""38.608000000000004"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""561.392"" y=""172.784"" width=""77.21600000000001"" height=""77.21600000000001"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""211.392"" r=""38.608000000000004"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,17,,,,,,,264507,,,0.0-4.0-0.0-1.5-0.5,40,2358,,18,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""213.297"" r=""36.703"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""563.297"" y=""176.594"" width=""73.406"" height=""73.406"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""213.297"" r=""36.703"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,18,,,,,,,265676,,,0.0-4.0-0.0-1.6-0.6,38,1167,,19,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""215.202"" r=""34.798"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""565.202"" y=""180.404"" width=""69.596"" height=""69.596"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""215.202"" r=""34.798"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,19,,,,,,,265884,,,0.0-4.0-0.0-1.7-0.7,38,207,,20,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""213.297"" r=""36.703"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""563.297"" y=""176.594"" width=""73.406"" height=""73.406"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""213.297"" r=""36.703"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,20,,,,,,,266203,,,0.0-4.0-0.0-1.8-0.8,38,316,,21,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""211.392"" r=""38.608000000000004"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""561.392"" y=""172.784"" width=""77.21600000000001"" height=""77.21600000000001"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""211.392"" r=""38.608000000000004"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,21,,,,,,,266356,,,0.0-4.0-0.0-1.9-0.9,38,151,,22,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""209.487"" r=""40.513"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""559.487"" y=""168.974"" width=""81.026"" height=""81.026"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""209.487"" r=""40.513"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,22,,,,,,,266476,,,0.0-4.0-0.0-1.10-0.10,38,119,,23,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""557.582"" y=""165.164"" width=""84.836"" height=""84.836"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,23,,,,,,,271308,,,0.0-4.0-0.0-1.11-0.11,40,4830,,24,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""205.677"" r=""44.323"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""555.677"" y=""161.35399999999998"" width=""88.646"" height=""88.646"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""205.677"" r=""44.323"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,24,,,,,,,271604,,,0.0-4.0-0.0-1.12-0.12,40,294,,25,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""557.582"" y=""165.164"" width=""84.836"" height=""84.836"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,25,,,,,,,271771,,,0.0-4.0-0.0-1.13-0.13,40,165,,26,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""209.487"" r=""40.513"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""559.487"" y=""168.974"" width=""81.026"" height=""81.026"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""209.487"" r=""40.513"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,26,,,,,,,271940,,,0.0-4.0-0.0-1.14-0.14,40,166,,27,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""211.392"" r=""38.608000000000004"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""561.392"" y=""172.784"" width=""77.21600000000001"" height=""77.21600000000001"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""211.392"" r=""38.608000000000004"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,27,,,,,,,272388,,,0.0-4.0-0.0-1.15-0.15,40,447,,28,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""213.297"" r=""36.703"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""563.297"" y=""176.594"" width=""73.406"" height=""73.406"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""213.297"" r=""36.703"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,28,,,,,,,273188,,,0.0-4.0-0.0-1.16-0.16,32,798,,29,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""215.202"" r=""34.798"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""565.202"" y=""180.404"" width=""69.596"" height=""69.596"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""215.202"" r=""34.798"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,29,,,,,,,275451,,,0.0-4.0-1.0,32,2261,,30,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""215.202"" r=""34.798"" stroke=""red"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:red;stroke-width:2"" />  <image x=""565.202"" y=""180.404"" width=""69.596"" height=""69.596"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""215.202"" r=""34.798"" stroke=""red"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,126
,,,30,,,,,,,277667,,,0.0-5.0-0.0,32,2215,,31,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<p>We will now continue to the main task.</p>    <p align='center'><i>Press the space bar to continue.</i></p>""]",2,,126
,,,31,,,,,,,280884,,,0.0-5.0-1.0,32,3216,,32,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You will be presented with rapidly       changing patterns of rectangles. Through these rectangles, male faces will appear. Your task will be to indicate the location of       the faces, or any part of them, as soon as they appear.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,126
,,,32,,,,,,,282949,,,0.0-5.0-2.0,32,2064,,33,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>If a man's face appeared in the right half       of the screen, press the right key. If a man's face appeared in the left half       of the screen, press the left key.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,126
,,,33,,,,,,,285147,,,0.0-5.0-3.0,32,2198,,34,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>Please perform this task as accurately       and quickly as you can.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,126
,,,34,,,,,,,287795,,,0.0-5.0-4.0,32,2648,,35,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at       the plus sign in the middle.<br>Even though the faces appear to the left        and right of the plus sign, it is important that you look at the plus         sign at all times.</p>        <p align='center'></i>Press the space bar to continue.</i></p></div>""]",2,,126
,,,35,,,,,,,300445,,,0.0-5.0-5.0,75,12648,,36,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class='center'>      <img src='/static/images/keys.jpg'></img>      <p>Place your fingers on the 'D' and 'K' keys as shown in the picture,       and press either one of these keys to continue.</p></div>""]",2,,126
,,,36,,,,,,,300448,,,0.0-6.0-0.0,,,,37,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,,2,,126
,,,62,,,,,,,503428,,,0.0-6.1-0.1,68,8434,,38,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class='center'>  <p>You pressed the wrong key too many times during the practice block.</p>  <p>Press either the 'D' or 'K' keys to repeat it.</p></div>""]",2,,126
,,,88,,,,,,,657656,,,0.0-7.0-0.0,75,20775,,39,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You have completed the practice block.</p>  <p>You will now continue with the same task. The task may now be more   difficult.  You will have 3 short breaks. </p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",2,,126
,,,89,,,,,,,676808,,,0.0-7.0-1.0,75,19151,,40,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at   the plus sign in the middle.<br>Even though the faces appear to the left    and right of the plus sign, it is important that you look at the plus     sign at all times.</p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",2,,126
,,,140,,,,,,,940521,,,0.0-8.0-100.0,32,3370,,41,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",2,,126
,,,191,,,,,,,1256139,,,0.0-8.0-202.0,32,50860,,42,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",2,,126
,,,242,,,,,,,1512779,,,0.0-8.0-304.0,32,2326,,43,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",2,,126
,,,293,,,,,,,1777925,,,0.0-9.0,32,5139,,44,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<div class='center'>You have completed this part of the study.    <p>You will now answer several questions. Please answer them sincerely,     we remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",2,,126
,,,294,,,,,,,1899079,,,0.0-10.0,,121151,"{""Q0"":""26"",""Q1"":""no""}",45,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,survey-text,,,,2,,126
,,,295,,,,,,,1913023,,,0.0-11.0,,13935,"{""Q0"":""Male"",""Q1"":""Right"",""Q2"":""Yes""}",46,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,survey-multi-choice,,,,2,,126
,,,296,,,,,,,1920509,,,0.0-12.0,,7480,"{""Q0"":4}",47,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,survey-likert,,,,2,,126
,,,297,,,,,,,1946769,,,0.0-13.0,,26259,"{""Q0"":""concentration""}",48,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,survey-text,,,,2,,126
,,,298,,,,,,,1975959,,,0.0-14.0,,29182,"{""Q0"":""Heterosexual or straight"",""Q1"":""Only attracted to females""}",49,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,survey-multi-choice,,,,2,,126
,,,299,,,,,,,1988138,,,0.0-15.0,32,12177,,50,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<div class='center'><p>You will now be presented with a few more statements.	Please read each statement carfully, and indicate the degree to which you agree or disagree with it.</p>    <p>We remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",2,,126
,,,300,,,,,,Iraq,1996740,,,0.0-16.0,,8598,"{""Q0"":0}",51,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,True,,survey-likert,,,,2,,126
,,,301,,,,,,Environment laws,2006620,,,0.0-17.0,,9878,"{""Q0"":5}",52,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,False,,survey-likert,,,,2,,126
,,,302,,,,,,Abortion,2014111,,,0.0-18.0,,7490,"{""Q0"":3}",53,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,True,,survey-likert,,,,2,,126
,,,303,,,,,,Stem Cell,2021511,,,0.0-19.0,,7398,"{""Q0"":4}",54,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,True,,survey-likert,,,,2,,126
,,,304,,,,,,Affirmative action,2028964,,,0.0-20.0,,7452,"{""Q0"":1}",55,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,True,,survey-likert,,,,2,,126
,,,305,,,,,,Homosexuals,2035250,,,0.0-21.0,,6284,"{""Q0"":3}",56,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,True,,survey-likert,,,,2,,126
,,,306,,,,,,Death penalty,2042232,,,0.0-22.0,,6981,"{""Q0"":4}",57,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,False,,survey-likert,,,,2,,126
,,,307,,,,,,Gun control,2047488,,,0.0-23.0,,5254,"{""Q0"":6}",58,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,True,,survey-likert,,,,2,,126
,,,308,,,,,,,2052908,,,0.0-24.0,,5414,"{""Q0"":""No""}",59,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,survey-multi-choice,,,,2,,126
,,,309,,,,,,,2069871,,,0.0-26.0,,16961,"{""Q0"":""0""}",60,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,survey-text,,,,2,,126
,,,310,,,,,,,2084917,,,0.0-27.0,32,15044,,61,AAOZG7J3B1UPZ:3IFS6Q0HJJ1PPASENZFZSY4JILTSIN,,,,html-keyboard-response,,,"<div class=""center"">Thank you for participating in this study!<p>    In this study we were interested in examining reaction-times and     precision in a dynamic environment.</p>    <p>Once you press the space bar, your results will be uploaded to the     server, and the HIT will complete. <b>This may take several minutes - do not     refresh or close your browser during this time.</b></p>    <p>Press the space bar to complete this HIT.</p></div>",2,,126
1,0.4,5,0,"{u'stim_duration': [25, 33, 34, 33, 34, 35, 34, 33, 33, 33, 33, 33, 33, 34, 34, 34, 33, 33, 34, 33, 32, 32, 34, 34, 34, 33, 34, 34, 33, 33, 34, 34, 33, 34, 32, 33, 33, 34, 33, None], u'mond_duration': [70, 66, 67, 66, 67, 66, 64, 67, 67, 69, 67, 67, 67, 67, 67, 65, 67, 67, 66, 66, 68, 68, 67, 66, 66, 67, 66, 66, 66, 68, 66, 66, 67, 66, 67, 68, 67, 66, 67, 66], u'nums': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]}",,900,0,100,,5386,0,0,0.0-0.0-0.0,-1,-1,,1,ABL3H3O3BI8ZD:3JC6VJ2SAC19DQB5ZFAEIP68MBGA5U,4,,0,bRMS-test,1531362044646,,../static/images/m185.jpg,4,15,127
1,0.4,5,1,"{u'stim_duration': [33, 34, 32, 34, 34, 33, 33, 32, 33, 33, 33, 33, 33, 33, 33, 34, 34, 34, 33, 34, 32, 33, 33, 33, 34, 33, 33, 33, 32, 34, 33, 33, 33, 34, 34, 32, 32, 32, 34, 33, 0], u'mond_duration': [50, 67, 67, 67, 65, 67, 67, 68, 67, 67, 67, 67, 67, 67, 67, 67, 66, 66, 66, 67, 67, 67, 67, 67, 67, 66, 67, 67, 68, 67, 66, 67, 67, 66, 66, 68, 68, 68, 67, 66, None], u'nums': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]}",,900,0,100,,10526,1,0,0.0-0.0-1.0,-1,-1,,2,ABL3H3O3BI8ZD:3JC6VJ2SAC19DQB5ZFAEIP68MBGA5U,4,,0,bRMS-test,1531362050028,,../static/images/m022.jpg,4,15,127
1,0.4,5,2,"{u'stim_duration': [18, 34, 33, 33, 16, 33, 33, 34, 34, 34, 34, 34, 34, 33, 34, 33, 34, 33, 33, 34, 33, 34, 34, 34, 33, 34, 32, 33, 34, 34, 34, 34, 34, 33, 34, 33, 33, 33, 34, 33, 0], u'mond_duration': [66, 66, 66, 67, 84, 67, 67, 67, 66, 68, 66, 66, 66, 67, 66, 67, 66, 66, 67, 67, 66, 67, 66, 66, 67, 66, 67, 68, 66, 66, 66, 66, 66, 67, 66, 67, 66, 68, 66, 67, None], u'nums': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]}",,900,0,100,,15455,0,0,0.0-0.0-2.0,-1,-1,,3,ABL3H3O3BI8ZD:3JC6VJ2SAC19DQB5ZFAEIP68MBGA5U,4,,0,bRMS-test,1531362055143,,../static/images/m063.jpg,4,15,127
,,,3,,,,,,,19762,,,0.0-2.0,,,,4,ABL3H3O3BI8ZD:3JC6VJ2SAC19DQB5ZFAEIP68MBGA5U,,,,fullscreen,,True,,4,,127
,,,4,,,,,,,21779,,,0.0-3.0-0.0,32,2016,,5,ABL3H3O3BI8ZD:3JC6VJ2SAC19DQB5ZFAEIP68MBGA5U,,,,html-keyboard-response,,,"[u""<div class='center'>Welcome to the study!<br>     <p>Your participation will help us investigate human precision and reaction-times in dynamic environments.</p>    <p>Please read the instructions carefully.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>""]",4,,127
